mw1, mw2, mw3, mw4, mw1, mw2, mw3, mw4, mw1, mw2, mw3, mw4
mw2, mw3, mw4, mw1, mw2, mw3, mw4, mw1, mw2, mw3, mw4, mw1
mw3, mw4, mw1, mw2, mw3, mw4, mw1, mw2, mw3, mw4, mw1, mw2
mw4, mw1, mw2, mw3, mw4, mw1, mw2, mw3, mw4, mw1, mw2, mw3
